Month,Car,Location,Weather,TypeOfTrigger,ReactionTime,Cause
14-Oct,WDD2221851A001072,urban-street,cloudy,manual,,Unwanted Driver Discomfort
14-Oct,WDD2221851A001072,urban-street,cloudy,automatic,0.74,Hardware Fault
14-Oct,WDD2221851A001072,urban-street,cloudy,automatic,0.52,Emergency Vehicle
14-Oct,WDD2221851A001072,urban-street,cloudy,automatic,0.15,Incorrect Traffic Light Detection
14-Oct,WDD2221851A001072,urban-street,cloudy,manual,,Recklessly behaving agent
14-Oct,WDD2221851A001072,urban-street,cloudy,manual,,Unwanted Driver Discomfort
14-Oct,WDD2221851A001072,urban-street,cloudy,manual,,Incorrect behavior prediction of others
14-Oct,WDD2221851A001072,urban-street,cloudy,manual,,Recklessly behaving agent
14-Oct,WDD2221851A001072,urban-street,cloudy,automatic,0.72,Position Estimation Failure
14-Oct,WDD2221851A001072,urban-street,cloudy,automatic,0.3,Position Estimation Failure
14-Oct,WDD2221851A001072,urban-street,cloudy,manual,,Recklessly behaving agent
14-Oct,WDD2221851A001072,urban-street,cloudy,manual,,Software Froze
14-Oct,WDD2221851A001072,urban-street,cloudy,manual,,Incorrect behavior prediction of others
14-Oct,WDD2221851A001072,urban-street,cloudy,automatic,1.14,Incorrect Traffic Light Detection
14-Oct,WDD2221851A001072,urban-street,cloudy,automatic,0.68,Incorrect behavior prediction of others
14-Oct,WDD2221851A001072,urban-street,cloudy,automatic,0.05,Emergency Vehicle
14-Oct,WDD2221851A001072,urban-street,cloudy,manual,,Unwanted Driver Discomfort
14-Oct,WDD2221851A001072,urban-street,cloudy,manual,,Recklessly behaving agent
14-Oct,WDD2221851A001072,urban-street,cloudy,manual,,Incorrect behavior prediction of others
14-Oct,WDD2221851A001072,urban-street,cloudy,manual,,Software Froze
14-Oct,WDD2221851A001072,urban-street,cloudy,manual,,Unwanted Driver Discomfort
14-Nov,WDD2221851A001072,urban-street,cloudy,manual,,Recklessly behaving agent
14-Nov,WDD2221851A001072,urban-street,cloudy,manual,,Unwanted Driver Discomfort
14-Nov,WDD2221851A001072,urban-street,cloudy,manual,,Unwanted Driver Discomfort
14-Nov,WDD2221851A001072,urban-street,cloudy,manual,,Incorrect behavior prediction of others
14-Nov,WDD2221851A001072,urban-street,cloudy,manual,,System Tuning and Calibration
14-Nov,WDD2221851A001072,urban-street,cloudy,manual,,Recklessly behaving agent
14-Nov,WDD2221851A001072,urban-street,cloudy,automatic,0.99,Unwanted Driver Discomfort
14-Nov,WDD2221851A001072,urban-street,cloudy,automatic,0.43,Position Estimation Failure
14-Nov,WDD2221851A001072,urban-street,cloudy,automatic,0.71,Software Froze
14-Nov,WDD2221851A001072,urban-street,cloudy,manual,,Emergency Vehicle
14-Nov,WDD2221851A001072,urban-street,cloudy,automatic,0.3,Emergency Vehicle
14-Nov,WDD2221851A001072,urban-street,cloudy,automatic,0.25,Emergency Vehicle
14-Nov,WDD2221851A001072,urban-street,cloudy,manual,,Unwanted Driver Discomfort
14-Nov,WDD2221851A001072,urban-street,cloudy,manual,,Unwanted Driver Discomfort
14-Nov,WDD2221851A001072,urban-street,cloudy,manual,,Incorrect Traffic Light Detection
14-Nov,WDD2221851A001072,urban-street,cloudy,manual,,Emergency Vehicle
14-Nov,WDD2221851A001072,urban-street,cloudy,manual,,Incorrect behavior prediction of others
14-Nov,WDD2221851A001072,urban-street,cloudy,automatic,0.35,Incorrect Traffic Light Detection
14-Nov,WDD2221851A001072,urban-street,cloudy,manual,,Unwanted Driver Discomfort
14-Nov,WDD2221851A001072,urban-street,cloudy,manual,,Recklessly behaving agent
14-Nov,WDD2221851A001072,urban-street,cloudy,automatic,2.47,Incorrect Traffic Light Detection
14-Nov,WDD2221851A001072,urban-street,cloudy,manual,,Recklessly behaving agent
14-Nov,WDD2221851A001072,urban-street,cloudy,automatic,1.13,Emergency Vehicle
14-Nov,WDD2221851A001072,urban-street,cloudy,automatic,0.56,Incorrect Traffic Light Detection
14-Nov,WDD2221851A001072,urban-street,cloudy,manual,,Unwanted Driver Discomfort
14-Nov,WDD2221851A001072,urban-street,cloudy,manual,,Recklessly behaving agent
14-Nov,WDD2221851A001072,urban-street,cloudy,automatic,1.19,Position Estimation Failure
14-Nov,WDD2221851A001072,urban-street,cloudy,manual,,Position Estimation Failure
14-Nov,WDD2221851A001072,urban-street,cloudy,automatic,0.56,Software Froze
14-Nov,WDD2221851A001072,urban-street,cloudy,automatic,0.79,Position Estimation Failure
14-Nov,WDD2221851A001072,urban-street,cloudy,manual,,Incorrect behavior prediction of others
14-Nov,WDD2221851A001072,urban-street,cloudy,manual,,Emergency Vehicle
14-Nov,WDD2221851A001072,urban-street,cloudy,automatic,2.69,Adverse road surface conditions
14-Nov,WDD2221851A001072,urban-street,cloudy,automatic,1.38,Adverse road surface conditions
14-Nov,WDD2221851A001072,urban-street,cloudy,manual,,Incorrect behavior prediction of others
14-Nov,WDD2221851A001072,urban-street,cloudy,manual,,Incorrect behavior prediction of others
14-Nov,WDD2221851A001072,urban-street,cloudy,manual,,System Tuning and Calibration
14-Nov,WDD2221851A001072,urban-street,cloudy,automatic,2.83,Incorrect Traffic Light Detection
14-Nov,WDD2221851A001072,urban-street,cloudy,automatic,4.84,Position Estimation Failure
14-Nov,WDD2221851A001072,urban-street,cloudy,manual,,Incorrect behavior prediction of others
14-Nov,WDD2221851A001072,urban-street,cloudy,manual,,Unwanted Driver Discomfort
14-Nov,WDD2221851A001072,urban-street,cloudy,automatic,0.25,Adverse road surface conditions
14-Nov,WDD2221851A001072,urban-street,cloudy,automatic,1.75,Emergency Vehicle
14-Nov,WDD2221851A001072,urban-street,cloudy,automatic,0.88,Emergency Vehicle
14-Nov,WDD2221851A001072,urban-street,cloudy,automatic,1.48,Emergency Vehicle
14-Nov,WDD2221851A001072,urban-street,cloudy,manual,,Unwanted Driver Discomfort
14-Nov,WDD2221851A001072,urban-street,cloudy,manual,,Incorrect behavior prediction of others
14-Nov,WDD2221851A001072,urban-street,cloudy,manual,,Incorrect behavior prediction of others
14-Nov,WDD2221851A001072,urban-street,cloudy,manual,,Recklessly behaving agent
14-Nov,WDD2221851A001072,urban-street,cloudy,automatic,0.41,Adverse road surface conditions
14-Nov,WDD2221851A001072,urban-street,cloudy,manual,,Recklessly behaving agent
14-Nov,WDD2221851A001072,urban-street,cloudy,manual,,Recklessly behaving agent
14-Nov,WDD2221851A001072,urban-street,cloudy,automatic,0.29,Emergency Vehicle
14-Nov,WDD2221851A001072,urban-street,cloudy,automatic,0.29,Emergency Vehicle
14-Nov,WDD2221851A001072,highway,cloudy,automatic,1.48,Hardware Fault
14-Nov,WDD2221851A001072,urban-street,cloudy,manual,,Hardware Fault
14-Nov,WDD2221851A001072,urban-street,cloudy,manual,,Incorrect behavior prediction of others
14-Nov,WDD2221851A001072,urban-street,cloudy,manual,,Software Froze
14-Nov,WDD2221851A001072,urban-street,cloudy,manual,,Recklessly behaving agent
14-Nov,WDD2221851A001072,urban-street,cloudy,manual,,Incorrect behavior prediction of others
14-Nov,WDD2221851A001072,urban-street,cloudy,automatic,0.84,Position Estimation Failure
14-Nov,WDD2221851A001072,urban-street,cloudy,automatic,3.79,Hardware Fault
14-Nov,WDD2221851A001072,urban-street,cloudy,automatic,0.07,Emergency Vehicle
14-Nov,WDD2221851A001072,urban-street,cloudy,manual,,Recklessly behaving agent
14-Nov,WDD2221851A001072,urban-street,cloudy,manual,,System Tuning and Calibration
14-Nov,WDD2221851A001072,urban-street,cloudy,manual,,System Tuning and Calibration
14-Nov,WDD2221851A001072,urban-street,cloudy,manual,,Incorrect behavior prediction of others
14-Nov,WDD2221851A001072,urban-street,cloudy,manual,,Unwanted Driver Discomfort
14-Nov,WDD2221851A001072,urban-street,cloudy,automatic,0.12,Adverse road surface conditions
14-Nov,WDD2221851A001072,urban-street,cloudy,automatic,2.6,Recklessly behaving agent
14-Nov,WDD2221851A001072,urban-street,cloudy,manual,,Recklessly behaving agent
14-Nov,WDD2221851A001072,urban-street,cloudy,manual,,Unwanted Driver Discomfort
14-Nov,WDD2221851A001072,urban-street,cloudy,manual,,Recklessly behaving agent
14-Nov,WDD2221851A001072,urban-street,cloudy,manual,,Unwanted Driver Discomfort
14-Nov,WDD2221851A001072,urban-street,cloudy,automatic,0.11,System Tuning and Calibration
14-Nov,WDD2221851A001072,urban-street,cloudy,automatic,0.22,Recklessly behaving agent
14-Nov,WDD2221851A001072,urban-street,cloudy,automatic,0.62,Position Estimation Failure
14-Nov,WDD2221851A001072,urban-street,cloudy,automatic,3.55,Incorrect Traffic Light Detection
14-Nov,WDD2221851A001072,urban-street,cloudy,manual,,Unwanted Driver Discomfort
14-Nov,WDD2221851A001072,urban-street,cloudy,manual,,Recklessly behaving agent
14-Nov,WDD2221851A001072,urban-street,cloudy,manual,,Incorrect behavior prediction of others
14-Nov,WDD2221851A001072,urban-street,cloudy,manual,,Unwanted Driver Discomfort
14-Nov,WDD2221851A001072,urban-street,cloudy,manual,,Hardware Fault
14-Nov,WDD2221851A001072,urban-street,cloudy,automatic,0.33,Emergency Vehicle
14-Nov,WDD2221851A001072,urban-street,cloudy,automatic,3.05,Incorrect Traffic Light Detection
14-Nov,WDD2221851A001072,urban-street,cloudy,automatic,0.44,Adverse road surface conditions
14-Nov,WDD2221851A001072,urban-street,cloudy,automatic,0.28,Position Estimation Failure
14-Nov,WDD2221851A001072,urban-street,cloudy,automatic,4.05,Recklessly behaving agent
14-Nov,WDD2221851A001072,urban-street,cloudy,automatic,1.38,Emergency Vehicle
14-Nov,WDD2221851A001072,urban-street,cloudy,automatic,1.37,Adverse road surface conditions
14-Nov,WDD2221851A001072,urban-street,cloudy,automatic,0.34,Adverse road surface conditions
14-Nov,WDD2221851A001072,urban-street,cloudy,automatic,0.52,Adverse road surface conditions
14-Nov,WDD2221851A001072,urban-street,cloudy,automatic,0.62,Position Estimation Failure
14-Nov,WDD2221851A001072,urban-street,cloudy,manual,,Recklessly behaving agent
14-Nov,WDD2221851A001072,urban-street,cloudy,automatic,0.48,Hardware Fault
14-Nov,WDD2221851A001072,urban-street,cloudy,automatic,0.8,Adverse road surface conditions
14-Nov,WDD2221851A001072,urban-street,cloudy,automatic,0.27,Emergency Vehicle
14-Nov,WDD2221851A001072,urban-street,cloudy,manual,,Unwanted Driver Discomfort
14-Nov,WDD2221851A001072,urban-street,cloudy,manual,,Recklessly behaving agent
14-Nov,WDD2221851A001072,urban-street,cloudy,automatic,0.32,Incorrect Traffic Light Detection
14-Nov,WDD2221851A001072,urban-street,cloudy,manual,,System Tuning and Calibration
14-Nov,WDD2221851A001072,urban-street,cloudy,manual,,Recklessly behaving agent
14-Nov,WDD2221851A001072,urban-street,cloudy,automatic,0.16,Incorrect Traffic Light Detection
14-Nov,WDD2221851A001072,urban-street,clear,manual,,Software Froze
14-Nov,WDD2221851A001072,urban-street,clear,automatic,1.35,System Tuning and Calibration
14-Nov,WDD2221851A001072,urban-street,clear,manual,,Software Froze
14-Nov,WDD2221851A001072,urban-street,clear,automatic,0.82,System Tuning and Calibration
14-Nov,WDD2221851A001072,urban-street,clear,automatic,0.78,System Tuning and Calibration
14-Nov,WDD2221851A001072,urban-street,clear,manual,,System Tuning and Calibration
14-Nov,WDD2221851A001072,urban-street,clear,manual,,Hardware Fault
14-Nov,WDD2221851A001072,urban-street,clear,manual,,Hardware Fault
14-Nov,WDD2221851A001072,urban-street,clear,manual,,System Tuning and Calibration
14-Nov,WDD2221851A001072,urban-street,clear,manual,,System Tuning and Calibration
14-Nov,WDD2221851A001072,urban-street,clear,manual,,Software Froze
14-Nov,WDD2221851A001072,urban-street,clear,automatic,0.68,Hardware Fault
14-Nov,WDD2221851A001072,urban-street,clear,manual,,System Tuning and Calibration
14-Nov,WDD2221851A001072,urban-street,clear,automatic,0.63,Hardware Fault
14-Nov,WDD2221851A001072,urban-street,clear,automatic,0.5,System Tuning and Calibration
14-Nov,WDD2221851A001072,urban-street,clear,automatic,0.63,Software Froze
14-Nov,WDD2221851A001072,urban-street,clear,automatic,1.06,Hardware Fault
14-Nov,WDD2221851A001072,urban-street,clear,automatic,1.92,Hardware Fault
14-Nov,WDD2221851A001072,urban-street,clear,manual,,Hardware Fault
14-Nov,WDD2221851A001072,urban-street,clear,manual,,System Tuning and Calibration
14-Nov,WDD2221851A001072,urban-street,clear,manual,,Hardware Fault
14-Nov,WDD2221851A001072,urban-street,clear,manual,,System Tuning and Calibration
14-Nov,WDD2221851A001072,urban-street,clear,automatic,3.58,Hardware Fault
14-Nov,WDD2221851A001072,urban-street,clear,automatic,0.63,Software Froze
14-Nov,WDD2221851A001072,urban-street,clear,automatic,0.72,Hardware Fault
14-Nov,WDD2221851A001072,urban-street,clear,automatic,6.2,Software Froze
14-Nov,WDD2221851A001072,urban-street,clear,automatic,0.37,Hardware Fault
14-Nov,WDD2221851A001072,urban-street,clear,manual,,Hardware Fault
14-Nov,WDD2221851A001072,urban-street,cloudy,manual,,Incorrect behavior prediction of others
14-Nov,WDD2221851A001072,urban-street,cloudy,manual,,Incorrect Traffic Light Detection
14-Nov,WDD2221851A001072,urban-street,cloudy,manual,,System Tuning and Calibration
14-Nov,WDD2221851A001072,urban-street,clear,automatic,1.12,System Tuning and Calibration
14-Nov,WDD2221851A001072,urban-street,clear,automatic,0.5,Software Froze
14-Nov,WDD2221851A001072,urban-street,clear,automatic,0.25,System Tuning and Calibration
14-Nov,WDD2221851A001072,urban-street,clear,manual,,Hardware Fault
14-Nov,WDD2221851A001072,urban-street,clear,manual,,Hardware Fault
14-Nov,WDD2221851A001072,urban-street,clear,manual,,Software Froze
14-Nov,WDD2221851A001072,urban-street,clear,automatic,0.71,Software Froze
14-Dec,WDD2221851A001072,urban-street,clear,manual,,Hardware Fault
14-Dec,WDD2221851A001072,urban-street,clear,manual,,Software Froze
14-Dec,WDD2221851A001072,urban-street,clear,manual,,System Tuning and Calibration
14-Dec,WDD2221851A001072,urban-street,clear,automatic,0.33,Software Froze
14-Dec,WDD2221851A001072,urban-street,clear,manual,,System Tuning and Calibration
14-Dec,WDD2221851A001072,highway,clear,manual,,Software Froze
14-Dec,WDD2221851A001072,urban-street,clear,automatic,1.39,Hardware Fault
14-Dec,WDD2221851A001072,urban-street,clear,manual,,System Tuning and Calibration
14-Dec,WDD2221851A001072,highway,clear,manual,,Software Froze
14-Dec,WDD2221851A001072,urban-street,clear,manual,,Software Froze
14-Dec,WDD2221851A001072,urban-street,clear,manual,,Software Froze
14-Dec,WDD2221851A001072,urban-street,clear,manual,,Software Froze
14-Dec,WDD2221851A001072,urban-street,clear,manual,,Software Froze
14-Dec,WDD2221851A001072,urban-street,clear,automatic,0.23,System Tuning and Calibration
14-Dec,WDD2221851A001072,urban-street,clear,automatic,0.32,Hardware Fault
14-Dec,WDD2221851A001072,urban-street,clear,manual,,System Tuning and Calibration
14-Dec,WDD2221851A001072,urban-street,clear,manual,,Software Froze
14-Dec,WDD2221851A001072,urban-street,clear,manual,,System Tuning and Calibration
14-Dec,WDD2221851A001072,urban-street,clear,manual,,Hardware Fault
14-Dec,WDD2221851A001072,urban-street,clear,manual,,System Tuning and Calibration
14-Dec,WDD2221851A001072,urban-street,clear,automatic,0.4,System Tuning and Calibration
14-Dec,WDD2221851A001072,urban-street,clear,automatic,0.37,System Tuning and Calibration
14-Dec,WDD2221851A001072,urban-street,clear,automatic,0.67,Hardware Fault
14-Dec,WDD2221851A001072,urban-street,clear,automatic,1.54,Software Froze
14-Dec,WDD2221851A001072,urban-street,clear,automatic,0.36,Software Froze
14-Dec,WDD2221851A001072,urban-street,clear,automatic,0.56,Hardware Fault
14-Dec,WDD2221851A001072,urban-street,clear,automatic,1.21,System Tuning and Calibration
14-Dec,WDD2221851A001072,urban-street,clear,manual,,Software Froze
14-Dec,WDD2221851A001072,urban-street,cloudy,manual,,Incorrect behavior prediction of others
14-Dec,WDD2221851A001072,urban-street,cloudy,automatic,0.45,Position Estimation Failure
14-Dec,WDD2221851A001072,urban-street,cloudy,manual,,Incorrect behavior prediction of others
14-Dec,WDD2221851A001072,urban-street,clear,automatic,0.95,System Tuning and Calibration
14-Dec,WDD2221851A001072,urban-street,clear,automatic,1.85,System Tuning and Calibration
14-Dec,WDD2221851A001072,urban-street,clear,automatic,0.43,Software Froze
14-Dec,WDD2221851A001072,urban-street,clear,manual,,System Tuning and Calibration
14-Dec,WDD2221851A001072,urban-street,clear,manual,,Software Froze
15-Jan,WDD2221851A001072,highway,clear,manual,,Hardware Fault
15-Jan,WDD2221851A001072,urban-street,clear,manual,,Hardware Fault
15-Jan,WDD2221851A001072,urban-street,clear,automatic,0.58,Hardware Fault
15-Jan,WDD2221851A001072,urban-street,clear,automatic,0.18,System Tuning and Calibration
15-Jan,WDD2221851A001072,urban-street,clear,manual,,System Tuning and Calibration
15-Jan,WDD2221851A001072,urban-street,clear,manual,,Hardware Fault
15-Jan,WDD2221851A001072,urban-street,clear,manual,,System Tuning and Calibration
15-Jan,WDD2221851A001072,urban-street,clear,manual,,Hardware Fault
15-Jan,WDD2221851A001072,urban-street,clear,automatic,0.17,System Tuning and Calibration
15-Jan,WDD2221851A001072,urban-street,clear,automatic,0.15,Hardware Fault
15-Jan,WDD2221851A001072,urban-street,clear,manual,,Hardware Fault
15-Jan,WDD2221851A001072,urban-street,clear,manual,,Software Froze
15-Jan,WDD2221851A001072,urban-street,clear,manual,,System Tuning and Calibration
15-Jan,WDD2221851A001072,urban-street,clear,manual,,Software Froze
15-Jan,WDD2221851A001072,urban-street,clear,manual,,Hardware Fault
15-Jan,WDD2221851A001072,urban-street,clear,manual,,Software Froze
15-Jan,WDD2221851A001072,urban-street,clear,automatic,0.66,Hardware Fault
15-Jan,WDD2221851A001072,urban-street,clear,manual,,System Tuning and Calibration
15-Jan,WDD2221851A001072,urban-street,clear,manual,,System Tuning and Calibration
15-Jan,WDD2221851A001072,urban-street,clear,manual,,Hardware Fault
15-Jan,WDD2221851A001072,urban-street,clear,manual,,Software Froze
15-Jan,WDD2221851A001072,urban-street,clear,automatic,0.75,System Tuning and Calibration
15-Jan,WDD2221851A001072,urban-street,clear,automatic,0.05,Software Froze
15-Jan,WDD2221851A001072,urban-street,clear,manual,,Hardware Fault
15-Jan,WDD2221851A001072,urban-street,clear,manual,,Hardware Fault
15-Jan,WDD2221851A001072,urban-street,clear,manual,,Hardware Fault
15-Jan,WDD2221851A001072,urban-street,clear,automatic,0.04,Hardware Fault
15-Jan,WDD2221851A001072,urban-street,clear,manual,,System Tuning and Calibration
15-Jan,WDD2221851A001072,urban-street,clear,manual,,System Tuning and Calibration
15-Jan,WDD2221851A001072,urban-street,clear,automatic,0.23,Hardware Fault
15-Jan,WDD2221851A001072,urban-street,clear,automatic,0.23,System Tuning and Calibration
15-Jan,WDD2221851A001072,urban-street,clear,automatic,0.27,Hardware Fault
15-Jan,WDD2221851A001072,urban-street,clear,manual,,System Tuning and Calibration
15-Jan,WDD2221851A001072,urban-street,clear,manual,,Software Froze
15-Jan,WDD2221851A001072,urban-street,clear,manual,,Software Froze
15-Jan,WDD2221851A001072,urban-street,clear,manual,,Hardware Fault
15-Jan,WDD2221851A001072,urban-street,clear,automatic,0.53,System Tuning and Calibration
15-Jan,WDD2221851A001072,urban-street,clear,manual,,Hardware Fault
15-Jan,WDD2221851A001072,urban-street,clear,automatic,0.37,Software Froze
15-Jan,WDD2221851A001072,urban-street,clear,manual,,System Tuning and Calibration
15-Jan,WDD2221851A001072,urban-street,clear,manual,,Hardware Fault
15-Jan,WDD2221851A001072,urban-street,clear,automatic,0.01,Software Froze
15-Jan,WDD2221851A001072,urban-street,clear,automatic,0.37,Hardware Fault
15-Jan,WDD2221851A001072,urban-street,clear,manual,,Hardware Fault
15-Jan,WDD2221851A001072,urban-street,clear,automatic,0.02,Software Froze
15-Jan,WDD2221851A001072,urban-street,clear,automatic,0.44,System Tuning and Calibration
15-Jan,WDD2221851A001072,urban-street,clear,automatic,0.25,System Tuning and Calibration
15-Jan,WDD2221851A001072,urban-street,clear,manual,,Software Froze
15-Feb,WDD2221851A001072,urban-street,clear,automatic,0.27,Software Froze
15-Feb,WDD2221851A001072,urban-street,clear,manual,,Software Froze
15-Feb,WDD2221851A001072,urban-street,clear,manual,,System Tuning and Calibration
15-Feb,WDD2221851A001072,urban-street,clear,manual,,System Tuning and Calibration
15-Feb,WDD2221851A001072,urban-street,clear,automatic,0.37,System Tuning and Calibration
15-Feb,WDD2221851A001072,urban-street,clear,automatic,0.64,Software Froze
15-Feb,WDD2221851A001072,urban-street,clear,automatic,0.1,Hardware Fault
15-Feb,WDD2221851A001072,urban-street,clear,automatic,0.15,Software Froze
15-Feb,WDD2221851A001072,urban-street,clear,manual,,Software Froze
15-Feb,WDD2221851A001072,urban-street,clear,manual,,Software Froze
15-Feb,WDD2221851A001072,urban-street,clear,automatic,1.05,System Tuning and Calibration
15-Feb,WDD2221851A001072,urban-street,clear,automatic,0.88,Software Froze
15-Feb,WDD2221851A001072,urban-street,clear,automatic,0.43,System Tuning and Calibration
15-Feb,WDD2221851A001072,urban-street,clear,manual,,Hardware Fault
15-Feb,WDD2221851A001072,urban-street,clear,manual,,Software Froze
15-Feb,WDD2221851A001072,urban-street,clear,manual,,Software Froze
15-Mar,WDD2221851A001072,urban-street,clear,automatic,0.67,System Tuning and Calibration
15-Mar,WDD2221851A001072,urban-street,clear,automatic,1.54,System Tuning and Calibration
15-Mar,WDD2221851A001072,urban-street,clear,automatic,0.56,Software Froze
15-Mar,WDD2221851A001072,urban-street,clear,automatic,1.21,Software Froze
